wavelength-um            Radiance-case1           Radiance-case2           Radiance-case3           
8.184384384384385314e+00 9.037766447676683867e+01 3.440189943206854650e+02 2.598379537278603948e+02
8.198198198198198838e+00 9.014032791587743532e+01 3.420563010476303134e+02 2.521166337521390233e+02
8.212012012012012363e+00 9.009109468292092515e+01 3.405592523313917468e+02 2.573580426941499582e+02
8.225825825825825888e+00 8.960843682318254366e+01 3.378014890711194766e+02 2.592482141946324532e+02
8.239639639639639412e+00 8.939810634655430022e+01 3.366202376289768949e+02 2.714697044078107524e+02
8.253453453453452937e+00 8.940357788433793473e+01 3.343754162733353610e+02 2.874682374242058245e+02
8.267267267267266462e+00 8.893095939185835164e+01 3.340978420025238620e+02 2.519045969280731754e+02
8.281081081081079986e+00 8.874958642868574543e+01 3.323533251425280355e+02 2.459866706374624812e+02
8.294894894894895288e+00 8.861408330421916446e+01 3.305435376391633326e+02 2.687785090226677198e+02
8.308708708708708812e+00 8.818996713623651829e+01 3.292962041300664282e+02 2.592365437594255013e+02
8.322522522522522337e+00 8.820158913549293800e+01 3.263750790915613038e+02 2.429062303149370337e+02
8.336336336336335862e+00 8.791173901431655224e+01 3.258246302800171748e+02 2.415737627282362041e+02
8.350150150150149386e+00 8.781649089789259222e+01 3.234843242176830813e+02 2.726726115680922931e+02
8.363963963963962911e+00 8.755837826742238406e+01 3.226399174014403002e+02 2.376900296998626345e+02
8.377777777777778212e+00 8.742993754829920761e+01 3.210868767179528618e+02 2.401268844626694090e+02
8.391591591591591737e+00 8.723654052751696497e+01 3.197068084405476611e+02 2.478418515258703962e+02
8.405405405405405261e+00 8.706864121786500732e+01 3.181563388438995617e+02 2.609049201763670567e+02
8.419219219219218786e+00 8.676398678451676005e+01 3.159931434722782342e+02 2.328480142780337019e+02
8.433033033033032311e+00 8.644039766038481787e+01 3.147324607058524180e+02 2.399367873368997266e+02
8.446846846846845835e+00 8.613471229413177355e+01 3.122829796914021472e+02 2.556208752307487657e+02
8.460660660660661136e+00 8.598699303677139483e+01 3.121870252686286449e+02 2.482939843813450977e+02
8.474474474474474661e+00 8.588099907026304436e+01 3.096573422997562943e+02 2.448376479230710459e+02
8.488288288288288186e+00 8.560526940151892461e+01 3.086398451772813019e+02 2.222888166143096100e+02
8.502102102102101711e+00 8.552614376594380019e+01 3.066907374853031456e+02 2.207132032551379552e+02
8.515915915915915235e+00 8.523114029961135429e+01 3.051425385022110959e+02 2.214171387090450196e+02
8.529729729729728760e+00 8.497849943599652534e+01 3.037376020856106607e+02 2.158608817683888503e+02
8.543543543543544061e+00 8.487724810131402364e+01 3.025194645322181941e+02 2.416442850989761553e+02
8.557357357357357586e+00 8.465626289393578929e+01 3.016613887629770261e+02 2.219625923169995758e+02
8.571171171171171110e+00 8.434428300925564770e+01 3.001025395799071021e+02 2.271452949814172086e+02
8.584984984984984635e+00 8.425378836239875113e+01 2.991639073299684242e+02 2.226161190061536104e+02
8.598798798798798160e+00 8.399201473247161687e+01 2.971452388942258835e+02 2.074040706595984034e+02
8.612612612612611684e+00 8.376955206265191123e+01 2.957215825360596568e+02 2.109721462440096218e+02
8.626426426426425209e+00 8.342217515946926198e+01 2.938335835993800060e+02 2.356590702946241436e+02
8.640240240240240510e+00 8.332695543944700489e+01 2.931189702996722986e+02 2.351410523211711734e+02
8.654054054054054035e+00 8.329800232900137757e+01 2.917124494821601957e+02 2.126536504812023622e+02
8.667867867867867560e+00 8.287354229275982220e+01 2.900306703772861852e+02 2.147126724781625455e+02
8.681681681681681084e+00 8.268636366319933018e+01 2.889134904138046522e+02 2.342212717423959987e+02
8.695495495495494609e+00 8.258923607047809412e+01 2.883517707143067241e+02 2.024026304580504814e+02
8.709309309309308134e+00 8.243546567988690299e+01 2.859651441488058481e+02 2.317554001057528126e+02
8.723123123123123435e+00 8.230399187396251648e+01 2.851912154858654844e+02 2.313026006639238119e+02
8.736936936936936959e+00 8.194070108034320299e+01 2.836600746053009630e+02 2.261534437602954881e+02
8.750750750750750484e+00 8.192290844927988758e+01 2.825264422235368329e+02 2.201991578808909082e+02
8.764564564564564009e+00 8.146440964082950131e+01 2.803361611605866983e+02 2.178488501630062331e+02
8.778378378378377533e+00 8.133641897157717437e+01 2.808863321926460230e+02 2.061056754702740648e+02
8.792192192192191058e+00 8.112054557943679356e+01 2.781450021375389952e+02 2.047414069003114037e+02
8.806006006006006359e+00 8.083563118288392957e+01 2.773453535401290537e+02 2.122944970381378198e+02
8.819819819819819884e+00 8.083240852522555997e+01 2.760673880144678378e+02 1.968757594679093188e+02
8.833633633633633409e+00 8.045447589882238049e+01 2.748952019856547508e+02 2.012842927413014706e+02
8.847447447447446933e+00 8.023531979973473938e+01 2.734774089549114251e+02 1.980686008795798045e+02
8.861261261261260458e+00 8.009872207687647006e+01 2.712386529432964153e+02 1.961297352026979866e+02
8.875075075075073983e+00 7.993994583698116685e+01 2.709762716074817490e+02 1.869850569822064301e+02
8.888888888888889284e+00 7.959100461938511728e+01 2.687735417351265141e+02 1.948099487998234451e+02
8.902702702702702808e+00 7.952587310180875591e+01 2.683572148927674448e+02 2.121797553524731370e+02
8.916516516516516333e+00 7.929038892477417733e+01 2.677681843915883633e+02 2.070438187673890695e+02
8.930330330330329858e+00 7.907262358849460782e+01 2.666789799765240900e+02 2.128808928694942608e+02
8.944144144144143382e+00 7.890206297129071800e+01 2.645522093100851748e+02 2.032062573885541497e+02
8.957957957957956907e+00 7.879081705924303947e+01 2.644090271212263019e+02 1.964538799545246093e+02
8.971771771771772208e+00 7.855277512716085653e+01 2.621008946614464321e+02 1.935169511853294466e+02
8.985585585585585733e+00 7.829809366575337037e+01 2.607922912567641447e+02 2.026872838065290239e+02
8.999399399399399258e+00 7.809414488011499600e+01 2.600215662818839064e+02 2.050875993840269302e+02
9.013213213213212782e+00 7.776629179868993447e+01 2.591231751878242449e+02 1.949484354592244699e+02
9.027027027027026307e+00 7.769754156203667605e+01 2.569454327706328058e+02 1.906942014741699722e+02
9.040840840840839832e+00 7.752830485393120341e+01 2.557949182624384150e+02 1.799656739860620291e+02
9.054654654654655133e+00 7.723109919072214780e+01 2.552812048510597265e+02 2.008600097060904659e+02
9.068468468468468657e+00 7.705631894069058774e+01 2.537944589749118904e+02 2.066463760431047945e+02
9.082282282282282182e+00 7.685634004955589660e+01 2.530151883508984838e+02 1.982175619095016543e+02
9.096096096096095707e+00 7.682554202285089673e+01 2.511272210173973178e+02 1.779010093237887702e+02
9.109909909909909231e+00 7.656444401604639438e+01 2.505564546133495867e+02 1.725893540852360104e+02
9.123723723723722756e+00 7.628035871871531981e+01 2.492892367296572047e+02 1.826464287635004666e+02
9.137537537537538057e+00 7.612623177467547464e+01 2.474902602336306074e+02 1.908737263039157881e+02
9.151351351351351582e+00 7.585203630598860514e+01 2.461905143608123865e+02 1.955024811511590030e+02
9.165165165165165106e+00 7.570670658153834154e+01 2.458433514392572192e+02 1.886772225681776547e+02
9.178978978978978631e+00 7.550623816064255323e+01 2.451002042358906863e+02 1.808831306488781934e+02
9.192792792792792156e+00 7.523651147774450010e+01 2.434114445595475615e+02 1.795612495165024427e+02
9.206606606606605681e+00 7.496672064868862151e+01 2.424744745457896045e+02 1.653358971446179453e+02
9.220420420420419205e+00 7.486887122007640016e+01 2.414775918729832540e+02 1.761919196809747632e+02
9.234234234234234506e+00 7.462554934211003399e+01 2.403272876046214890e+02 1.656095727238470658e+02
9.248048048048048031e+00 7.447341180709797470e+01 2.399055442022454656e+02 1.711118422528513747e+02
9.261861861861861556e+00 7.453123735044475495e+01 2.372974726153883296e+02 1.672285420800750160e+02
9.275675675675675080e+00 7.417523379749586354e+01 2.364605097180498774e+02 1.688633115037230255e+02
9.289489489489488605e+00 7.415101737167697138e+01 2.365744770290546910e+02 1.515593678563795379e+02
9.303303303303302130e+00 7.359628432348230831e+01 2.347859060112160989e+02 1.684238159486380368e+02
9.317117117117117431e+00 7.343687877135307929e+01 2.338114957135181271e+02 1.832287281368643335e+02
9.330930930930930955e+00 7.340340223815972820e+01 2.329264737476609923e+02 1.642602998789297715e+02
9.344744744744744480e+00 7.307528384373414099e+01 2.325633731288384354e+02 1.623612637296661774e+02
9.358558558558558005e+00 7.312721750676382726e+01 2.309030296663673312e+02 1.782335701001974257e+02
9.372372372372371530e+00 7.277952877880680660e+01 2.297324839887453720e+02 1.612892548665807908e+02
9.386186186186185054e+00 7.241898631392152197e+01 2.292445651270546136e+02 1.768963980833082132e+02
9.400000000000000355e+00 7.232062716933508284e+01 2.274966524502638379e+02 1.566232321120414213e+02
9.413813813813813880e+00 7.200519578147201116e+01 2.268745004775068992e+02 1.549530631413906576e+02
9.427627627627627405e+00 7.198934195594064533e+01 2.257924702080697159e+02 1.427425724928860120e+02
9.441441441441440929e+00 7.173456725501304732e+01 2.246295554601833544e+02 1.634650715622641428e+02
9.455255255255254454e+00 7.175313429904130658e+01 2.230800524668198648e+02 1.861371890355493406e+02
9.469069069069067979e+00 7.158669387663842087e+01 2.229913939747958977e+02 1.737160564217688261e+02
9.482882882882883280e+00 7.127461117890914011e+01 2.209951316740909419e+02 1.682519169395282859e+02
9.496696696696696804e+00 7.083922361041996396e+01 2.211312272584744107e+02 1.649721746434267686e+02
9.510510510510510329e+00 7.089270402144927630e+01 2.200358349349478715e+02 1.609474129414444121e+02
9.524324324324323854e+00 7.070710747743981983e+01 2.187748435805708311e+02 1.474680760978115472e+02
9.538138138138137379e+00 7.056605127926363252e+01 2.176322869302001948e+02 1.717346917332695568e+02
9.551951951951950903e+00 7.031114129493550990e+01 2.169072023427393958e+02 1.564124650349458818e+02
9.565765765765766204e+00 7.007052330745574409e+01 2.164781815409868102e+02 1.587083108430479683e+02
9.579579579579579729e+00 6.977860541148757534e+01 2.154728005007141007e+02 1.716912391336147721e+02
9.593393393393393254e+00 6.976859137516173348e+01 2.139486771065981827e+02 1.641694404459207135e+02
9.607207207207206778e+00 6.947532402684274189e+01 2.138396605536718198e+02 1.529908128492037633e+02
9.621021021021020303e+00 6.931478688475890237e+01 2.114555962700164855e+02 1.765954063516242627e+02
9.634834834834833828e+00 6.910004649779887131e+01 2.111167566450015727e+02 1.572826259526696049e+02
9.648648648648649129e+00 6.893238526678781852e+01 2.109037025638760099e+02 1.643244406401617823e+02
9.662462462462462653e+00 6.884307614521929963e+01 2.092133752657590549e+02 1.478245029994135962e+02
9.676276276276276178e+00 6.869915063013692702e+01 2.084419369617050677e+02 1.606562400998265616e+02
9.690090090090089703e+00 6.835464741615690798e+01 2.068866448262798485e+02 1.566489377742838940e+02
9.703903903903903228e+00 6.820024141581224342e+01 2.072015470840750311e+02 1.622626165766145618e+02
9.717717717717716752e+00 6.789938966502322160e+01 2.051718777231256752e+02 1.654271320872666990e+02
9.731531531531532053e+00 6.785358095277277357e+01 2.047145870490000448e+02 1.404303944897892791e+02
9.745345345345345578e+00 6.777864592014685741e+01 2.029724794457142991e+02 1.430336999767662007e+02
9.759159159159159103e+00 6.749569986066963168e+01 2.034801009840575432e+02 1.599360863356303923e+02
9.772972972972972627e+00 6.721052450278075696e+01 2.021334194324417126e+02 1.480218956836181405e+02
9.786786786786786152e+00 6.733103510056332652e+01 2.016509390789522911e+02 1.443125832163687505e+02
9.800600600600599677e+00 6.690146368672485266e+01 2.004001147455838350e+02 1.282123066065556714e+02
9.814414414414414978e+00 6.669549259576990607e+01 1.997737029087009830e+02 1.516070847148560290e+02
9.828228228228228502e+00 6.665569346323921707e+01 1.986698234603630056e+02 1.441286627575667580e+02
9.842042042042042027e+00 6.647123572228504429e+01 1.976831066877284400e+02 1.189383931214893408e+02
9.855855855855855552e+00 6.628763283197758938e+01 1.968419684863055465e+02 1.431712711566245844e+02
9.869669669669669076e+00 6.579526670794331267e+01 1.964865947056351274e+02 1.408783990422091108e+02
9.883483483483482601e+00 6.587980575913451275e+01 1.950833016310766936e+02 1.446900624278712257e+02
9.897297297297296126e+00 6.572220979239958183e+01 1.936802262561566863e+02 1.434205513016151485e+02
9.911111111111111427e+00 6.560543338638750299e+01 1.941384404744836445e+02 1.126714183476788662e+02
9.924924924924924952e+00 6.526878408205273274e+01 1.917088324901918384e+02 1.601602304962031837e+02
9.938738738738738476e+00 6.510146603513042862e+01 1.914197696964517093e+02 1.405367844455539910e+02
9.952552552552552001e+00 6.501459268612067888e+01 1.911219798066503017e+02 1.327690857924488341e+02
9.966366366366365526e+00 6.481397838237600695e+01 1.898999611420918541e+02 1.412642088501637261e+02
9.980180180180179050e+00 6.447200727972550283e+01 1.890145301434511396e+02 1.330573915839286485e+02
9.993993993993994351e+00 6.451305868866339210e+01 1.885795906173706271e+02 1.238841819020448867e+02
1.000780780780780788e+01 6.419458088557152564e+01 1.882316625708217543e+02 1.310060836045372525e+02
1.002162162162162140e+01 6.407898687575527674e+01 1.871713193652497296e+02 1.314532264738229514e+02
1.003543543543543493e+01 6.389917621514966584e+01 1.857586155610025003e+02 1.306598394747088321e+02
1.004924924924924845e+01 6.372559583352723678e+01 1.854899824935954769e+02 1.363561542773435349e+02
1.006306306306306197e+01 6.352840417570947551e+01 1.849611545326845032e+02 1.343573367735836825e+02
1.007687687687687728e+01 6.343491216737889715e+01 1.839651154243169344e+02 1.173858566832580124e+02
1.009069069069069080e+01 6.330245156228308190e+01 1.833546712365861993e+02 1.225330777602375321e+02
1.010450450450450433e+01 6.299614056485344094e+01 1.820825924474102635e+02 1.314775954895582402e+02
1.011831831831831785e+01 6.287828677255770771e+01 1.815125652556025955e+02 1.279911614839883214e+02
1.013213213213213137e+01 6.262126382150329817e+01 1.807548354941242792e+02 1.249527308876152460e+02
1.014594594594594490e+01 6.244197734081313911e+01 1.797928787502522141e+02 1.257571193476229610e+02
1.015975975975976020e+01 6.258161799278628479e+01 1.785237256370604939e+02 1.273135236139398359e+02
1.017357357357357373e+01 6.232158601065604131e+01 1.782248577927378790e+02 1.313021191861156751e+02
1.018738738738738725e+01 6.194338509484133226e+01 1.770209945553005753e+02 1.267652486725289407e+02
1.020120120120120077e+01 6.172300261758161355e+01 1.762916862896513237e+02 1.217080508318629910e+02
1.021501501501501430e+01 6.168962177850852413e+01 1.751202706181597364e+02 1.270941388023652792e+02
1.022882882882882782e+01 6.159889644937429409e+01 1.750177711648227046e+02 1.188521172135663733e+02
1.024264264264264312e+01 6.129728985927253859e+01 1.743582960973898537e+02 1.194170055066166611e+02
1.025645645645645665e+01 6.113355094068505480e+01 1.745707104508668408e+02 1.158542893342304581e+02
1.027027027027027017e+01 6.102702785920649831e+01 1.726687881648409757e+02 1.054991250987280864e+02
1.028408408408408370e+01 6.086070026232468422e+01 1.722624234984578493e+02 1.238671435458849714e+02
1.029789789789789722e+01 6.077167084891746640e+01 1.720597354292087573e+02 1.288356229435399314e+02
1.031171171171171075e+01 6.060639435931222607e+01 1.697646899052745368e+02 1.002434385019367369e+02
1.032552552552552605e+01 6.035759435929739425e+01 1.701826622509858566e+02 1.247595712851729957e+02
1.033933933933933957e+01 6.028255020743290515e+01 1.693636757752526592e+02 1.209495216665886232e+02
1.035315315315315310e+01 6.002579651251497239e+01 1.691417753850614929e+02 1.192088645998759944e+02
1.036696696696696662e+01 6.002326257101679374e+01 1.680746053422359978e+02 1.306619692090136198e+02
1.038078078078078015e+01 5.968806789345155295e+01 1.676759945302899553e+02 1.095233785042505872e+02
1.039459459459459367e+01 5.963756346469420322e+01 1.668864017866200982e+02 1.136734724899534967e+02
1.040840840840840897e+01 5.947590530219759586e+01 1.662343419602112817e+02 1.283032043766608865e+02
1.042222222222222250e+01 5.912593523225156389e+01 1.653037670001506854e+02 1.288923336757720506e+02
1.043603603603603602e+01 5.901816487913173859e+01 1.652095205090753609e+02 1.361516390275954791e+02
1.044984984984984955e+01 5.899512669756864369e+01 1.640313103325240718e+02 9.531558355949013617e+01
1.046366366366366307e+01 5.876589522240965380e+01 1.635933158818343998e+02 1.243312807273719187e+02
1.047747747747747660e+01 5.867654490639719000e+01 1.624189483611888249e+02 1.079408087518383184e+02
1.049129129129129012e+01 5.843200615809958265e+01 1.620552937848286490e+02 1.017108024330064353e+02
1.050510510510510542e+01 5.840136474116928156e+01 1.619884977463054838e+02 1.213355309662657078e+02
1.051891891891891895e+01 5.807807953161308490e+01 1.603995460281338694e+02 1.128948513325093614e+02
1.053273273273273247e+01 5.802278736116101499e+01 1.601630459113188181e+02 1.133291128980501838e+02
1.054654654654654600e+01 5.787342513109294373e+01 1.595603651339716578e+02 1.201688037314034432e+02
1.056036036036035952e+01 5.770932904703021649e+01 1.580321065588545082e+02 1.048953455318952166e+02
1.057417417417417305e+01 5.739795569480874349e+01 1.582574816190071658e+02 1.179916121514196163e+02
1.058798798798798835e+01 5.739096146803726128e+01 1.575336030955891431e+02 1.119700048213055652e+02
1.060180180180180187e+01 5.719988364956557803e+01 1.557958777648211424e+02 1.069498564904010323e+02
1.061561561561561540e+01 5.710586125658947054e+01 1.555567749784193268e+02 1.247070772576427231e+02
1.062942942942942892e+01 5.675993273722973242e+01 1.560565060859055677e+02 1.231454254353316173e+02
1.064324324324324245e+01 5.667990821852623640e+01 1.545388648496912083e+02 1.110774905240993888e+02
1.065705705705705597e+01 5.664199925179764961e+01 1.545011650944771304e+02 1.133357275440693286e+02
1.067087087087087127e+01 5.625611161567653795e+01 1.524618943915808131e+02 1.126845255688852774e+02
1.068468468468468480e+01 5.627198151332788001e+01 1.528234561666030800e+02 1.104041195681940906e+02
1.069849849849849832e+01 5.594694042765855357e+01 1.519160966498408243e+02 9.446044855602991674e+01
1.071231231231231185e+01 5.590657603732769587e+01 1.514971462692958255e+02 1.095789460671522733e+02
1.072612612612612537e+01 5.583320570962667517e+01 1.504935043664561647e+02 1.121592736343052792e+02
1.073993993993993890e+01 5.565457390118738346e+01 1.501483232318943806e+02 7.837680341892730951e+01
1.075375375375375420e+01 5.540892358335801759e+01 1.502187638301790003e+02 1.078800865465010048e+02
1.076756756756756772e+01 5.510212866990104885e+01 1.494511244351155597e+02 1.029376685575273029e+02
1.078138138138138125e+01 5.501309838206386615e+01 1.480219429069394721e+02 9.893715215281999065e+01
1.079519519519519477e+01 5.497387176143708132e+01 1.479026061562070709e+02 1.034017759851033844e+02
1.080900900900900830e+01 5.484098138824900559e+01 1.468167761270659071e+02 1.233478589726860974e+02
1.082282282282282182e+01 5.474169598317257623e+01 1.467052439636014185e+02 1.032351505936014604e+02
1.083663663663663712e+01 5.454347503635644046e+01 1.454144408639537858e+02 1.047922039532973173e+02
1.085045045045045065e+01 5.424704086853999740e+01 1.453319373630573637e+02 1.058524074699133308e+02
1.086426426426426417e+01 5.431960651966934961e+01 1.445887638254079093e+02 1.113884216558419382e+02
1.087807807807807770e+01 5.416233451071828853e+01 1.445882258158242166e+02 1.010936767822923059e+02
1.089189189189189122e+01 5.393005364107548161e+01 1.430121079419856756e+02 1.065397364166710759e+02
1.090570570570570474e+01 5.391072558079446253e+01 1.435765986085131658e+02 1.084657465558308473e+02
1.091951951951952005e+01 5.350539947463799706e+01 1.425758507417996270e+02 1.064765601102547095e+02
1.093333333333333357e+01 5.340340903355907187e+01 1.421265441531434419e+02 9.888082333752433328e+01
1.094714714714714709e+01 5.343614316533171404e+01 1.422057485562989996e+02 1.066175165636860953e+02
1.096096096096096062e+01 5.325043384924331491e+01 1.412464890638140673e+02 9.608466614589794119e+01
1.097477477477477414e+01 5.303127755669994770e+01 1.393689431659421984e+02 1.029729210246644584e+02
1.098858858858858767e+01 5.276251294076665488e+01 1.392548063993755818e+02 1.019359294998808707e+02
1.100240240240240297e+01 5.277064983180871849e+01 1.397998903831477833e+02 8.668605094531898203e+01
1.101621621621621649e+01 5.258366110820423245e+01 1.385255259895200766e+02 1.173066975728113874e+02
1.103003003003003002e+01 5.231005575493778537e+01 1.373245045605780206e+02 1.102480836782158349e+02
1.104384384384384354e+01 5.226167138930462386e+01 1.375249757165683775e+02 8.586910711587995593e+01
1.105765765765765707e+01 5.222934165673261475e+01 1.366397568590105323e+02 9.197977430440273849e+01
1.107147147147147059e+01 5.215573682945638012e+01 1.365651397688768043e+02 8.327355421516504919e+01
1.108528528528528589e+01 5.185524218548727760e+01 1.367112425416054577e+02 9.514678266785207938e+01
1.109909909909909942e+01 5.185762767194308509e+01 1.354169425375489482e+02 9.611077985759882836e+01
1.111291291291291294e+01 5.169451670185646464e+01 1.346407182247540675e+02 8.949571397420312735e+01
1.112672672672672647e+01 5.150234714266792935e+01 1.347624420339801077e+02 8.885412515686833501e+01
1.114054054054053999e+01 5.128116320166465414e+01 1.340909121152434125e+02 9.449760359998968795e+01
1.115435435435435352e+01 5.120352425800309248e+01 1.335393825296548584e+02 8.705421276946181308e+01
1.116816816816816704e+01 5.103432259914703906e+01 1.331960856749460902e+02 1.006450712976242983e+02
1.118198198198198234e+01 5.084832211765753129e+01 1.315969080856562812e+02 8.766116266649042643e+01
1.119579579579579587e+01 5.076977624727904725e+01 1.309584247401981543e+02 9.717417408234383913e+01
1.120960960960960939e+01 5.072079020198037824e+01 1.310272281677628143e+02 1.098684023912114185e+02
1.122342342342342292e+01 5.037375896358534533e+01 1.304457719802255440e+02 8.884547057326805941e+01
1.123723723723723644e+01 5.019795584447250292e+01 1.303093173258216098e+02 7.371536899010683896e+01
1.125105105105104997e+01 5.021272154156518042e+01 1.300579357543845163e+02 1.057811998025830746e+02
1.126486486486486527e+01 4.993379469793433856e+01 1.295466371367412250e+02 8.447728084595652831e+01
1.127867867867867879e+01 5.001881017227613313e+01 1.279577347567678061e+02 9.279208062229866982e+01
1.129249249249249232e+01 4.985108613578643855e+01 1.280851426249238898e+02 9.594630178908683149e+01
1.130630630630630584e+01 4.974090662081461289e+01 1.279573735572060968e+02 8.730359689934518030e+01
1.132012012012011937e+01 4.931877897565460955e+01 1.263212212980982656e+02 7.725586329832101740e+01
1.133393393393393289e+01 4.943949764952245829e+01 1.254566254806754415e+02 9.547790462809767575e+01
1.134774774774774819e+01 4.914785026064916451e+01 1.261673541310159550e+02 8.844889710953673045e+01
1.136156156156156172e+01 4.933575014936851488e+01 1.250560411829668226e+02 8.025999808989297435e+01
1.137537537537537524e+01 4.899173688572839325e+01 1.246218250494505071e+02 8.540802308240776597e+01
1.138918918918918877e+01 4.900193425983177065e+01 1.242486160899483991e+02 7.453247383387568448e+01
1.140300300300300229e+01 4.872332223371788729e+01 1.241706171282537241e+02 6.911794848087399146e+01
1.141681681681681582e+01 4.851727713745196269e+01 1.237980341519891994e+02 9.316496116782403192e+01
1.143063063063063112e+01 4.830827133777160043e+01 1.235964490848171664e+02 7.978859135857383933e+01
1.144444444444444464e+01 4.844613452863853809e+01 1.239432401525288157e+02 7.213759222113749559e+01
1.145825825825825817e+01 4.816735990283645208e+01 1.224218248642397384e+02 7.741743749273517494e+01
1.147207207207207169e+01 4.793862649851870117e+01 1.218066988921550546e+02 6.839654057085986949e+01
1.148588588588588522e+01 4.780222328204939686e+01 1.215541062413545177e+02 7.925587628981826072e+01
1.149969969969969874e+01 4.785363828638868000e+01 1.204179459366801126e+02 6.500867227657488456e+01
1.151351351351351404e+01 4.768901236109416431e+01 1.205888630015543157e+02 7.382605286055127181e+01
1.152732732732732757e+01 4.752060375580789753e+01 1.197305263405583986e+02 6.948132251861650843e+01
1.154114114114114109e+01 4.752627312880622412e+01 1.197265199301461394e+02 7.319098774256337947e+01
1.155495495495495462e+01 4.718757880384497128e+01 1.201109142499053775e+02 7.942171838986246257e+01
1.156876876876876814e+01 4.708883295419221326e+01 1.170617717066435119e+02 7.120669956870125361e+01
1.158258258258258167e+01 4.703190339080106952e+01 1.166481971763831496e+02 8.073164775998657205e+01
1.159639639639639697e+01 4.680212475371752134e+01 1.170629175632348620e+02 6.241535463670446404e+01
1.161021021021021049e+01 4.670422684463108709e+01 1.169671580182448736e+02 7.933144920412922829e+01
1.162402402402402402e+01 4.653107087784045603e+01 1.170469357666303125e+02 8.610701667689896510e+01
1.163783783783783754e+01 4.662546114026257271e+01 1.168488719490932368e+02 8.506320130446060546e+01
1.165165165165165106e+01 4.643062026931061581e+01 1.153044778683388500e+02 9.453753275198323536e+01
1.166546546546546459e+01 4.625157163032201169e+01 1.148810163533325124e+02 6.485067364804703516e+01
1.167927927927927989e+01 4.621794533657762116e+01 1.149244541545217970e+02 8.963935923879527934e+01
1.169309309309309342e+01 4.586616404142596082e+01 1.148465634797186112e+02 9.289619133389984995e+01
1.170690690690690694e+01 4.564637470329098079e+01 1.133696191317793165e+02 7.805165101790635163e+01
1.172072072072072046e+01 4.571752011675365424e+01 1.133900348180341382e+02 8.296515820616259873e+01
1.173453453453453399e+01 4.577360241034821087e+01 1.136280885410416488e+02 8.358943858133477534e+01
1.174834834834834751e+01 4.539534188837684781e+01 1.127616926517452640e+02 7.782548003816016546e+01
1.176216216216216282e+01 4.538515087570831241e+01 1.122287622559891815e+02 8.160044088544646002e+01
1.177597597597597634e+01 4.517949298360812804e+01 1.117258854605348404e+02 7.790613484581123771e+01
1.178978978978978986e+01 4.525165214959923787e+01 1.106517198442282677e+02 7.955148341356058950e+01
1.180360360360360339e+01 4.495370247986204504e+01 1.110443421814156579e+02 7.777545811784696639e+01
1.181741741741741691e+01 4.496402802959811851e+01 1.113743885295104548e+02 8.401630087960505477e+01
1.183123123123123044e+01 4.473597871940607007e+01 1.102052674759552247e+02 9.420515981366222036e+01
1.184504504504504396e+01 4.465951594827565430e+01 1.099523752157647891e+02 6.346687542652654201e+01
1.185885885885885926e+01 4.454338465960976379e+01 1.091094116988861487e+02 7.092598786577930525e+01
1.187267267267267279e+01 4.434101268602857715e+01 1.088326881308445166e+02 8.587073899249141107e+01
1.188648648648648631e+01 4.435249121403669648e+01 1.078097841192569319e+02 7.117374052427129527e+01
1.190030030030029984e+01 4.422017447530283363e+01 1.076695640568429866e+02 7.018649346237388897e+01
1.191411411411411336e+01 4.405618383614248046e+01 1.070288265393993896e+02 7.144422460061294089e+01
1.192792792792792689e+01 4.379207736623378366e+01 1.068165812739105434e+02 7.004671114204138860e+01
1.194174174174174219e+01 4.383337447777066131e+01 1.064254631454598012e+02 6.821903694266251250e+01
1.195555555555555571e+01 4.368515844399313863e+01 1.060433344034802019e+02 7.837525238058223920e+01
1.196936936936936924e+01 4.336143681986330023e+01 1.060884497688525556e+02 7.275670094170075686e+01
1.198318318318318276e+01 4.343939676659250182e+01 1.069072200341408632e+02 6.322044319330078821e+01
1.199699699699699629e+01 4.322644916495420375e+01 1.045520702698621847e+02 8.060278370691270311e+01
1.201081081081080981e+01 4.320287492737469393e+01 1.049683174167196285e+02 8.934184164607316347e+01
1.202462462462462511e+01 4.307547495760664447e+01 1.049274698678255504e+02 8.223796199154143949e+01
1.203843843843843864e+01 4.308322860137231913e+01 1.042250088733236737e+02 6.858363949762170364e+01
1.205225225225225216e+01 4.297610351594026667e+01 1.028036729194726462e+02 6.987420898310203654e+01
1.206606606606606569e+01 4.255854827850117061e+01 1.036388372009458294e+02 6.247934035660244945e+01
1.207987987987987921e+01 4.246421220568186072e+01 1.032883123961220946e+02 6.108168375684770268e+01
1.209369369369369274e+01 4.259450576989152637e+01 1.023713523146328441e+02 8.546025329877895160e+01
1.210750750750750804e+01 4.262067921984203878e+01 1.023318022343521960e+02 7.419595871267446796e+01
1.212132132132132156e+01 4.222048406991509495e+01 1.027602310677938533e+02 6.350517606142516769e+01
1.213513513513513509e+01 4.222058911614831089e+01 1.007063795075415271e+02 5.935879410463718386e+01
1.214894894894894861e+01 4.195597866976128643e+01 1.007986486441710809e+02 6.890961526989605090e+01
1.216276276276276214e+01 4.194112985712676789e+01 9.962747045398143086e+01 6.482799585500441708e+01
1.217657657657657566e+01 4.174068279433434725e+01 9.955994800812584344e+01 6.369731247808934427e+01
1.219039039039039096e+01 4.170044076484899165e+01 9.984104362127737886e+01 7.603767039827458518e+01
