wavelength-um            Radiance-case1           Radiance-case2           Radiance-case3           
4.164564564564564364e+00 8.840426400084672309e+01 1.572464728529731474e+03 1.819904266217761915e+03
4.178378378378378777e+00 8.897385318565642365e+01 1.564792705220343350e+03 1.822136184743660124e+03
4.192192192192192302e+00 8.935050858787164429e+01 1.557977871957539037e+03 1.806573448472180871e+03
4.206006006006006714e+00 8.974579486687575525e+01 1.549638152930620663e+03 1.774751834297735286e+03
4.219819819819820239e+00 9.049652929658165590e+01 1.541922809640501782e+03 1.771845767280889504e+03
4.233633633633633764e+00 9.118053939658129536e+01 1.534861494394372130e+03 1.776746740983302288e+03
4.247447447447448177e+00 9.146520036827990907e+01 1.527129831837450411e+03 1.763452925865651878e+03
4.261261261261261701e+00 9.194360024360052819e+01 1.520718748472881089e+03 1.742114976920770687e+03
4.275075075075075226e+00 9.256203696573588502e+01 1.512508667533207245e+03 1.735752469789690849e+03
4.288888888888889639e+00 9.312185777780240414e+01 1.504071267809005576e+03 1.702294331990984801e+03
4.302702702702703164e+00 9.358084093539295623e+01 1.497465694020062756e+03 1.707517235278947965e+03
4.316516516516516688e+00 9.403503900457616282e+01 1.489804776757558329e+03 1.677515953227157979e+03
4.330330330330331101e+00 9.477089128569433285e+01 1.482721607411095874e+03 1.673491855435305752e+03
4.344144144144144626e+00 9.498460071531232529e+01 1.475812129743621199e+03 1.665594931997141657e+03
4.357957957957958151e+00 9.539576029990762152e+01 1.467728810855198617e+03 1.638200732040299044e+03
4.371771771771772563e+00 9.595922261078324311e+01 1.461107904953460093e+03 1.636880685080710691e+03
4.385585585585586088e+00 9.643873486780093174e+01 1.453114535631508033e+03 1.618903841053644101e+03
4.399399399399399613e+00 9.672806041048248460e+01 1.446586041674270518e+03 1.616227207620195941e+03
4.413213213213213137e+00 9.732837984995158820e+01 1.439535121145601352e+03 1.595597681353322741e+03
4.427027027027027550e+00 9.798235537833394915e+01 1.432543681036193902e+03 1.570816433437206570e+03
4.440840840840841075e+00 9.830597583955582763e+01 1.425452070391049801e+03 1.568460519485909117e+03
4.454654654654654600e+00 9.884741617446846362e+01 1.417194435351390439e+03 1.551122804280478249e+03
4.468468468468469013e+00 9.890410454507531313e+01 1.411101284347840192e+03 1.560168117536321233e+03
4.482282282282282537e+00 9.963605737644898852e+01 1.404362651851944065e+03 1.539579434856721036e+03
4.496096096096096062e+00 1.001797705106502718e+02 1.395865227187069195e+03 1.510984257400775505e+03
4.509909909909910475e+00 1.004223777189863256e+02 1.389132189708533815e+03 1.514486505851141601e+03
4.523723723723724000e+00 1.008666919319033042e+02 1.382827769860822400e+03 1.513702325157186579e+03
4.537537537537537524e+00 1.009070015061368792e+02 1.374726700279594525e+03 1.476830159659130686e+03
4.551351351351351937e+00 1.016393562749720587e+02 1.368060675657018919e+03 1.472562441153056625e+03
4.565165165165165462e+00 1.019228088305365674e+02 1.361216673419626204e+03 1.465378952820016366e+03
4.578978978978978986e+00 1.023693155551827658e+02 1.354250440328393779e+03 1.447110587567271295e+03
4.592792792792793399e+00 1.027181754962310123e+02 1.347084222555488168e+03 1.456262999283576846e+03
4.606606606606606924e+00 1.032049173598741589e+02 1.340285907268322262e+03 1.456414299602939309e+03
4.620420420420420449e+00 1.034673988250393819e+02 1.333279863128558191e+03 1.429247854079035733e+03
4.634234234234234862e+00 1.038612972031511674e+02 1.326783836304112810e+03 1.393841093629342595e+03
4.648048048048048386e+00 1.043113796003940479e+02 1.319330744935334224e+03 1.403286538917518101e+03
4.661861861861861911e+00 1.045407038825377271e+02 1.311847757239790553e+03 1.390207165455076847e+03
4.675675675675676324e+00 1.049327964562867521e+02 1.306193451516119012e+03 1.380924555163747527e+03
4.689489489489489848e+00 1.052615271521782603e+02 1.298710744579187804e+03 1.368465299762619907e+03
4.703303303303303373e+00 1.055711840726842183e+02 1.292310313108254149e+03 1.360850175697067016e+03
4.717117117117117786e+00 1.058836048238945153e+02 1.285589565986535490e+03 1.362628500365613263e+03
4.730930930930931311e+00 1.062480364924037559e+02 1.277172668359016143e+03 1.344229099924168395e+03
4.744744744744744835e+00 1.065970251398374700e+02 1.272913710849170229e+03 1.340545071547433054e+03
4.758558558558559248e+00 1.069090755512577999e+02 1.265472342506438736e+03 1.328656064877718791e+03
4.772372372372372773e+00 1.072855798051126186e+02 1.258137128359589724e+03 1.312269562872755387e+03
4.786186186186186298e+00 1.075205957270875246e+02 1.251445961903911211e+03 1.307528504891956800e+03
4.800000000000000711e+00 1.077389312107675750e+02 1.246127202683044288e+03 1.299504726694806322e+03
4.813813813813814235e+00 1.081426174615423292e+02 1.238533991297148987e+03 1.277766561655001397e+03
4.827627627627627760e+00 1.085150826881720150e+02 1.232055179204273372e+03 1.284204560785736248e+03
4.841441441441442173e+00 1.086870017045116583e+02 1.226198038177390799e+03 1.268508296294365209e+03
4.855255255255255697e+00 1.089760863344430675e+02 1.219629556388216997e+03 1.257413640028167265e+03
4.869069069069069222e+00 1.092939908471273753e+02 1.212887168365343769e+03 1.242597254426937525e+03
4.882882882882883635e+00 1.096468074074568477e+02 1.205643956193283429e+03 1.261269834649078120e+03
4.896696696696697160e+00 1.098921634528241640e+02 1.200198201141119853e+03 1.246306702085974621e+03
4.910510510510510684e+00 1.101311235648047102e+02 1.193436185293692688e+03 1.212284054532024811e+03
4.924324324324325097e+00 1.104386750922078022e+02 1.188108352449794893e+03 1.240772500674548382e+03
4.938138138138138622e+00 1.104098373480103845e+02 1.180719303133758331e+03 1.202296430352835387e+03
4.951951951951952147e+00 1.108548871350364777e+02 1.174681859628204165e+03 1.176745089762608814e+03
4.965765765765766560e+00 1.111659380760654727e+02 1.167487826835541682e+03 1.180032559831704020e+03
4.979579579579580084e+00 1.112991301645122491e+02 1.161768842610047386e+03 1.174921292759201606e+03
4.993393393393393609e+00 1.115765255207886497e+02 1.155872005657908858e+03 1.180970305557024176e+03
5.007207207207208022e+00 1.117843800053231575e+02 1.150106834182151033e+03 1.132114133086266747e+03
5.021021021021021546e+00 1.119621424043421030e+02 1.142775584109018610e+03 1.134361104662574917e+03
5.034834834834835071e+00 1.121019045393344982e+02 1.137650593694709187e+03 1.139837419597469761e+03
5.048648648648648596e+00 1.125377083998398433e+02 1.130736008641668150e+03 1.149701543965351448e+03
5.062462462462463009e+00 1.125509067745667693e+02 1.124084229625582338e+03 1.123791197045499757e+03
5.076276276276276533e+00 1.128087386257988527e+02 1.118720703919177822e+03 1.117013693917928322e+03
5.090090090090090058e+00 1.130733762273057579e+02 1.112384775568903024e+03 1.129717447768339753e+03
5.103903903903904471e+00 1.131728220653376837e+02 1.107152080774309070e+03 1.099782244236853785e+03
5.117717717717717996e+00 1.134220775010018230e+02 1.100528695780076077e+03 1.085050563021894959e+03
5.131531531531531520e+00 1.136084033012061099e+02 1.095619898889074420e+03 1.076690739868217179e+03
5.145345345345345933e+00 1.137763007759864564e+02 1.088534159927617566e+03 1.045333914128023707e+03
5.159159159159159458e+00 1.139249983082720092e+02 1.082200530014549031e+03 1.069208802031500909e+03
5.172972972972972983e+00 1.141575564964889509e+02 1.077713343879130662e+03 1.064105127358629261e+03
5.186786786786787395e+00 1.142625789831657670e+02 1.071994250544207489e+03 1.048612075364102111e+03
5.200600600600600920e+00 1.145301062835341241e+02 1.066581682099127875e+03 1.047118707152058050e+03
5.214414414414414445e+00 1.146432720850146723e+02 1.059702658632861585e+03 1.031836335981867705e+03
5.228228228228228858e+00 1.147254196076604842e+02 1.054372329987908188e+03 1.031293904028521411e+03
5.242042042042042382e+00 1.148991488811737725e+02 1.047582974243758144e+03 1.021078407719488609e+03
5.255855855855855907e+00 1.147752502393564384e+02 1.042989198096986911e+03 1.010692454000118687e+03
5.269669669669670320e+00 1.153639947232943967e+02 1.037081215473451948e+03 1.014319935061122123e+03
5.283483483483483845e+00 1.151839126145506356e+02 1.031835691222696369e+03 9.894303027790230090e+02
5.297297297297297369e+00 1.154642037479490426e+02 1.025518775781459908e+03 9.866744389313794272e+02
5.311111111111111782e+00 1.155437245663030694e+02 1.020364921138363570e+03 9.909319864318049440e+02
5.324924924924925307e+00 1.158556524475817184e+02 1.014683320068660919e+03 9.696441316681773515e+02
5.338738738738738832e+00 1.156843982178757528e+02 1.008509312603758758e+03 9.708252692234875667e+02
5.352552552552553244e+00 1.159383326959747222e+02 1.004079024827741364e+03 9.772320738845382948e+02
5.366366366366366769e+00 1.159865487334517269e+02 9.982130119511461999e+02 9.455562792991823926e+02
5.380180180180180294e+00 1.160109766138042033e+02 9.919648658922840241e+02 9.644005500009662910e+02
5.393993993993994707e+00 1.164070592409845233e+02 9.883599215815620482e+02 9.439665026012327189e+02
5.407807807807808231e+00 1.163310708677780809e+02 9.812280772686759747e+02 9.296959330807568449e+02
5.421621621621621756e+00 1.163343062881442620e+02 9.773712174412597733e+02 9.124236664659421194e+02
5.435435435435436169e+00 1.164711678995242039e+02 9.715908897789400953e+02 9.137219334913169178e+02
5.449249249249249694e+00 1.165111604943733425e+02 9.665187864164309985e+02 8.995816016678189726e+02
5.463063063063063218e+00 1.167434363987155166e+02 9.601389759536970132e+02 9.260919503278339562e+02
5.476876876876877631e+00 1.166859490951181328e+02 9.565187576364340885e+02 8.931325525294827230e+02
5.490690690690691156e+00 1.169904366138165983e+02 9.496866872416112528e+02 9.116719111587955240e+02
5.504504504504504681e+00 1.168632296276824434e+02 9.450904867526611497e+02 8.663839079197247202e+02
5.518318318318319093e+00 1.168949784567756041e+02 9.391087259194313219e+02 8.800130154104936082e+02
5.532132132132132618e+00 1.170467079471502245e+02 9.350155153528943401e+02 9.006450598292091172e+02
5.545945945945946143e+00 1.169389169416578937e+02 9.301536865222993811e+02 8.795530320465222758e+02
5.559759759759760556e+00 1.171646305017672063e+02 9.242712207894527410e+02 8.783128704185040760e+02
5.573573573573574080e+00 1.171012040781300527e+02 9.196727327725897112e+02 8.433467012750229514e+02
5.587387387387387605e+00 1.171628710805934617e+02 9.143262793291208936e+02 8.446081744298351168e+02
5.601201201201202018e+00 1.172607448895040392e+02 9.103042308005084351e+02 8.314800055906049465e+02
5.615015015015015543e+00 1.172361194931126960e+02 9.041118130306552985e+02 8.359526043094798524e+02
5.628828828828829067e+00 1.175107416229781592e+02 8.997142704985893715e+02 8.168593599739228921e+02
5.642642642642643480e+00 1.173042196633601577e+02 8.944942253109290959e+02 8.285783459133399447e+02
5.656456456456457005e+00 1.173422463868441668e+02 8.895838214888677840e+02 8.286282716945602260e+02
5.670270270270270530e+00 1.175323455005731148e+02 8.850427750115306935e+02 8.254737655785717152e+02
5.684084084084084054e+00 1.173716789990817944e+02 8.802186579764718317e+02 8.044073348098318093e+02
5.697897897897898467e+00 1.175379744233695618e+02 8.745468129170919838e+02 8.041589478695383377e+02
5.711711711711711992e+00 1.172594797782283820e+02 8.707940786772820729e+02 8.045502618266198169e+02
5.725525525525525516e+00 1.173080412755968496e+02 8.663529587100456411e+02 7.985758963994040869e+02
5.739339339339339929e+00 1.175184964624676240e+02 8.607258633131141323e+02 7.860013358551668716e+02
5.753153153153153454e+00 1.176134524046742769e+02 8.572739767782088620e+02 7.902295830591023105e+02
5.766966966966966979e+00 1.175889711649373197e+02 8.524610159746021054e+02 7.670606566644838722e+02
5.780780780780781392e+00 1.174780896387712659e+02 8.484152621676454373e+02 7.913796279281438046e+02
5.794594594594594916e+00 1.174458870023217685e+02 8.429454029573737444e+02 7.750264098772100851e+02
5.808408408408408441e+00 1.174619407590495115e+02 8.379200748502972829e+02 7.778753105472753759e+02
5.822222222222222854e+00 1.175695544763357248e+02 8.335115222801147183e+02 7.540940489581724933e+02
5.836036036036036379e+00 1.173177124334831944e+02 8.286393586831662788e+02 7.510115798415903328e+02
5.849849849849849903e+00 1.174043297412107734e+02 8.241388290603862288e+02 7.535727346591919513e+02
5.863663663663664316e+00 1.173872602334923272e+02 8.205707504988770324e+02 7.303057369638941054e+02
5.877477477477477841e+00 1.173750607771418117e+02 8.155425414522200072e+02 7.308528309969293559e+02
5.891291291291291365e+00 1.172230986673349236e+02 8.122586972117642290e+02 7.283860650133085528e+02
5.905105105105105778e+00 1.173524991212453870e+02 8.058759801532390838e+02 7.320993161575820523e+02
5.918918918918919303e+00 1.171962928722279287e+02 8.032262332497384705e+02 7.339376387476719401e+02
5.932732732732732828e+00 1.170519020050084009e+02 7.979563037203479325e+02 7.049706132680240671e+02
5.946546546546547241e+00 1.171217349882777654e+02 7.935056301357166149e+02 7.167564406896487981e+02
5.960360360360360765e+00 1.170813352392622733e+02 7.899089777223721285e+02 7.046689513157888314e+02
5.974174174174174290e+00 1.169940879284399244e+02 7.864425273729140144e+02 7.011419930841682344e+02
5.987987987987988703e+00 1.169584687752649899e+02 7.814374956550185516e+02 7.078586060902848658e+02
6.001801801801802227e+00 1.170927274901928570e+02 7.756274494095139289e+02 6.801907717686470960e+02
6.015615615615615752e+00 1.169458289690359436e+02 7.733248541604914408e+02 6.894688364730228614e+02
6.029429429429430165e+00 1.166740294720660671e+02 7.686467573774818902e+02 6.852630721713686626e+02
6.043243243243243690e+00 1.168077780780392487e+02 7.645893165722250160e+02 6.810609572732444121e+02
6.057057057057057214e+00 1.165805923698588344e+02 7.601079109204383712e+02 6.833327820210691925e+02
6.070870870870871627e+00 1.168106685411832046e+02 7.554666181980156807e+02 6.635594404533935631e+02
6.084684684684685152e+00 1.166477300514477378e+02 7.523605809841216114e+02 6.525884016335613751e+02
6.098498498498498677e+00 1.164234005525187143e+02 7.479990043423982797e+02 6.570887203915917780e+02
6.112312312312313090e+00 1.165000063386324456e+02 7.436948853957376286e+02 6.691413893990087445e+02
6.126126126126126614e+00 1.164300275589265397e+02 7.397511168500730037e+02 6.405885234379722988e+02
6.139939939939940139e+00 1.162696180213388999e+02 7.363296259454646133e+02 6.593159991298646219e+02
6.153753753753754552e+00 1.163296855437384210e+02 7.324577674312462250e+02 6.297316460699554455e+02
6.167567567567568076e+00 1.162579602331977071e+02 7.281001511796406476e+02 6.478727505637917830e+02
6.181381381381381601e+00 1.161866408252417244e+02 7.242576018776721867e+02 6.522299781399875656e+02
6.195195195195196014e+00 1.162130355541077762e+02 7.195697068225791782e+02 6.290765512068132921e+02
6.209009009009009539e+00 1.157977918647388549e+02 7.168376822565384145e+02 6.266362056567566015e+02
6.222822822822823063e+00 1.156955643004092309e+02 7.124951764674715378e+02 6.141410469098220801e+02
6.236636636636637476e+00 1.157869088987223023e+02 7.078599896838110226e+02 6.273642354590548393e+02
6.250450450450451001e+00 1.155900981382424959e+02 7.050334052639144602e+02 6.256679940149339245e+02
6.264264264264264526e+00 1.155248491854085273e+02 7.005032411054155546e+02 6.109029961609525117e+02
6.278078078078078939e+00 1.154371660602210738e+02 6.972179412168333101e+02 5.927415570501218554e+02
6.291891891891892463e+00 1.154153139578839102e+02 6.937171415899563272e+02 5.914592412514786020e+02
6.305705705705705988e+00 1.151629565940028641e+02 6.900089982991169109e+02 5.883910535241129764e+02
6.319519519519519513e+00 1.150782008740329019e+02 6.859520913965195632e+02 5.923091211371238387e+02
6.333333333333333925e+00 1.150360484752356314e+02 6.823495589140181892e+02 5.934971656717564201e+02
6.347147147147147450e+00 1.148017896917750278e+02 6.788808067486772870e+02 5.752170155391440858e+02
6.360960960960960975e+00 1.146331161934590170e+02 6.754428169456709838e+02 5.971957214605070021e+02
6.374774774774775388e+00 1.147212601070562954e+02 6.710724647241519278e+02 5.677709680932823630e+02
6.388588588588588912e+00 1.144995167406550536e+02 6.677338634262239339e+02 5.768717016894038352e+02
6.402402402402402437e+00 1.144349088008376185e+02 6.641822274361804830e+02 5.641090942335424643e+02
6.416216216216216850e+00 1.142891334512304695e+02 6.605369760304489546e+02 5.741000879288015994e+02
6.430030030030030375e+00 1.144398911531685172e+02 6.570993893684768636e+02 5.844730424624486886e+02
6.443843843843843899e+00 1.142214172838147022e+02 6.538935765510640294e+02 5.563016297937691661e+02
6.457657657657658312e+00 1.139544725083078305e+02 6.496889540919511319e+02 5.592970814245954898e+02
6.471471471471471837e+00 1.139451987242106270e+02 6.471624995383162968e+02 5.513618923898227422e+02
6.485285285285285362e+00 1.136846634293309819e+02 6.427607720303453789e+02 5.493469693590700444e+02
6.499099099099099774e+00 1.135637858225994989e+02 6.401252598002129162e+02 5.337039055662464762e+02
6.512912912912913299e+00 1.134833056527771475e+02 6.358251655589150459e+02 5.446119907284811461e+02
6.526726726726726824e+00 1.132761715939708296e+02 6.328435761615861566e+02 5.552095436779500233e+02
6.540540540540541237e+00 1.132093220512378196e+02 6.301092933009191484e+02 5.383109849639572531e+02
6.554354354354354761e+00 1.129988225691891159e+02 6.275993288770089293e+02 5.266751269961947628e+02
6.568168168168168286e+00 1.129712968767533141e+02 6.225765456396992477e+02 5.435661449540569947e+02
6.581981981981982699e+00 1.127948802274495677e+02 6.200623082746111550e+02 5.312490023080756600e+02
6.595795795795796224e+00 1.125225138752756209e+02 6.159056409398021970e+02 5.147376155497574928e+02
6.609609609609609748e+00 1.123446349581185473e+02 6.134612351431762818e+02 5.392984872173167332e+02
6.623423423423424161e+00 1.124454787506044795e+02 6.095306451445975426e+02 5.128790757776014289e+02
6.637237237237237686e+00 1.122264481104707272e+02 6.061852151387895447e+02 5.111677712475704993e+02
6.651051051051051211e+00 1.120548945752279053e+02 6.029484897454581187e+02 5.160951739133848832e+02
6.664864864864865623e+00 1.118965699882425611e+02 6.005198886081334422e+02 5.048748403328601739e+02
6.678678678678679148e+00 1.118230936662471464e+02 5.969679538021138114e+02 4.976277341614819534e+02
6.692492492492492673e+00 1.116965785882879629e+02 5.938903804812863427e+02 5.158853983035436386e+02
6.706306306306307086e+00 1.112529035999560847e+02 5.910345044314017287e+02 5.163771793940434236e+02
6.720120120120120610e+00 1.111530526542711357e+02 5.873401938954156094e+02 5.023705746328409987e+02
6.733933933933934135e+00 1.110695209722547361e+02 5.842285721280411508e+02 4.921090939013060961e+02
6.747747747747748548e+00 1.108733472814413403e+02 5.812941919274586553e+02 4.957877246599244927e+02
6.761561561561562073e+00 1.106510025278013245e+02 5.780814310675722254e+02 4.933485722227111978e+02
6.775375375375375597e+00 1.106868861406863971e+02 5.747813999438710653e+02 4.978432202987861501e+02
6.789189189189190010e+00 1.106131750871717117e+02 5.721844996512984380e+02 4.895271988137195649e+02
6.803003003003003535e+00 1.103661499147548142e+02 5.690094402509314477e+02 4.687118787191180900e+02
6.816816816816817060e+00 1.099690209045638767e+02 5.659128009893083799e+02 4.744275636086183567e+02
6.830630630630631472e+00 1.099973121877398512e+02 5.634462182277925422e+02 4.626904368598437145e+02
6.844444444444444997e+00 1.098880731518728453e+02 5.605952759368351508e+02 4.639553006352496709e+02
6.858258258258258522e+00 1.096223320843954383e+02 5.564042940930478380e+02 4.568618166903165161e+02
6.872072072072072935e+00 1.094692862691742334e+02 5.536436282152092190e+02 4.801204351392385661e+02
6.885885885885886459e+00 1.093526859556277770e+02 5.524286867863735324e+02 4.622223396276522749e+02
6.899699699699699984e+00 1.090188364370063141e+02 5.482855511988678927e+02 4.435548905292611153e+02
6.913513513513514397e+00 1.088809665487910507e+02 5.456761952794697663e+02 4.468953041520334182e+02
6.927327327327327922e+00 1.087611852759346931e+02 5.430639416709382203e+02 4.419784168790307035e+02
6.941141141141141446e+00 1.086759080552732684e+02 5.407692183646505555e+02 4.469464889390515623e+02
6.954954954954954971e+00 1.083303759838459825e+02 5.362723413881238912e+02 4.495412592504064833e+02
6.968768768768769384e+00 1.083120653523628221e+02 5.343925937577415652e+02 4.474320223686586360e+02
6.982582582582582909e+00 1.080176244361543070e+02 5.315526684403263289e+02 4.540336529939555703e+02
6.996396396396396433e+00 1.078325348688602929e+02 5.289252188383859448e+02 4.570230494718429668e+02
7.010210210210210846e+00 1.077442860652171959e+02 5.260818306182490005e+02 4.356266262804125518e+02
7.024024024024024371e+00 1.076591778830554489e+02 5.238746234914516435e+02 4.304840889393069574e+02
7.037837837837837895e+00 1.073081006930798509e+02 5.207274652290959693e+02 4.256130148371839823e+02
7.051651651651652308e+00 1.072000231609834628e+02 5.182814382796110522e+02 4.325941430171174602e+02
7.065465465465465833e+00 1.068866319289406874e+02 5.155102131838193600e+02 4.249628366048250427e+02
7.079279279279279358e+00 1.067351794842596746e+02 5.128688648189404375e+02 4.083929302523767433e+02
7.093093093093093771e+00 1.065857781427706499e+02 5.106369334002531559e+02 4.198872014271415765e+02
7.106906906906907295e+00 1.063045952115839725e+02 5.079993204887741172e+02 4.284637707508451854e+02
7.120720720720720820e+00 1.062639988065477610e+02 5.051517020387094021e+02 4.223103861996714272e+02
7.134534534534535233e+00 1.060929005380033630e+02 5.025754447456488947e+02 4.232244303890659580e+02
7.148348348348348757e+00 1.057837553482609110e+02 4.992073804017801422e+02 4.192201193988729528e+02
7.162162162162162282e+00 1.059189433746799551e+02 4.985136427562237600e+02 4.190762899155402010e+02
7.175975975975976695e+00 1.054390354640251815e+02 4.945878598334901994e+02 4.008540229867451785e+02
7.189789789789790220e+00 1.051750278551738518e+02 4.923034171293265331e+02 3.956460973179835605e+02
7.203603603603603744e+00 1.051362491748891159e+02 4.894376137804595146e+02 4.049018797437502712e+02
7.217417417417418157e+00 1.048940306604594213e+02 4.862697105049305719e+02 4.018642377876738010e+02
7.231231231231231682e+00 1.047070848688810969e+02 4.842173803865407535e+02 4.008094141598251099e+02
7.245045045045045207e+00 1.044154337348669372e+02 4.825538345652948919e+02 3.735143832542390783e+02
7.258858858858859620e+00 1.043273282649939091e+02 4.792455553699547863e+02 3.832234985281666013e+02
7.272672672672673144e+00 1.041042940206005198e+02 4.778507255670181166e+02 3.832707927815208109e+02
7.286486486486486669e+00 1.039098654675036073e+02 4.745339520217215750e+02 3.832869989932921158e+02
7.300300300300301082e+00 1.039206274149681803e+02 4.711631812517637741e+02 3.704422084085563824e+02
7.314114114114114606e+00 1.037200094634399932e+02 4.704633486793524639e+02 3.720868528690955372e+02
7.327927927927928131e+00 1.033074401598427841e+02 4.676579510345674748e+02 3.740364744299347421e+02
7.341741741741742544e+00 1.032801161817747158e+02 4.649611996804274554e+02 3.711426196444630250e+02
7.355555555555556069e+00 1.028966008479433754e+02 4.624278281111424462e+02 3.677965714959866546e+02
7.369369369369369593e+00 1.028265542683499376e+02 4.599384163275771016e+02 3.803905552593126345e+02
7.383183183183184006e+00 1.024557645724176638e+02 4.582846894880182731e+02 3.604984341732939583e+02
7.396996996996997531e+00 1.022868543329880708e+02 4.556360982096304610e+02 3.480210559976940203e+02
7.410810810810811056e+00 1.019417022807206621e+02 4.536655861739290003e+02 3.706583948092815604e+02
7.424624624624625469e+00 1.018125507113022081e+02 4.511836023804049773e+02 3.723959232640763730e+02
7.438438438438438993e+00 1.016950326742411050e+02 4.487409855408872090e+02 3.479332936724038632e+02
7.452252252252252518e+00 1.016101513879000890e+02 4.462613956236024251e+02 3.632575150750440116e+02
7.466066066066066931e+00 1.012585527324031176e+02 4.437187906156955819e+02 3.479787454891451830e+02
7.479879879879880455e+00 1.010408218057085179e+02 4.418688499479711709e+02 3.574952180086539215e+02
7.493693693693693980e+00 1.009468061242554597e+02 4.405483530894921955e+02 3.444963247045493517e+02
7.507507507507508393e+00 1.009489496616546660e+02 4.380168724869138259e+02 3.678315996429359984e+02
7.521321321321321918e+00 1.003606401308626204e+02 4.344328977879056310e+02 3.549017019699546154e+02
7.535135135135135442e+00 1.003286836263487771e+02 4.331180610870547412e+02 3.375688997905017459e+02
7.548948948948949855e+00 1.000510807970284759e+02 4.312158867887552560e+02 3.437366698810330377e+02
7.562762762762763380e+00 9.997368146904412356e+01 4.292079450891967554e+02 3.465298332982719671e+02
7.576576576576576905e+00 9.966392123739302633e+01 4.262445587173321542e+02 3.485970143186565906e+02
7.590390390390391318e+00 9.948503815044117005e+01 4.246951126165513415e+02 3.494041310124488291e+02
7.604204204204204842e+00 9.923697638786764230e+01 4.222311364819639721e+02 3.331686457157415475e+02
7.618018018018018367e+00 9.916447547081234859e+01 4.198359650586311886e+02 3.360489665216338153e+02
7.631831831831831892e+00 9.888647473899411011e+01 4.175746406113245257e+02 3.237105349334859739e+02
7.645645645645646304e+00 9.845024825022525761e+01 4.162662734585750286e+02 3.382004337081554013e+02
7.659459459459459829e+00 9.844403105953624333e+01 4.140423449177550879e+02 3.338744891107643298e+02
7.673273273273273354e+00 9.827735652968570434e+01 4.117005619795850748e+02 3.358197041584444946e+02
7.687087087087087767e+00 9.808425501922802425e+01 4.097695973068018134e+02 3.296822919932872082e+02
7.700900900900901291e+00 9.796796651403123235e+01 4.084815685902865425e+02 3.250117614866757663e+02
7.714714714714714816e+00 9.751631401302462621e+01 4.060796203457716729e+02 3.186836991201357137e+02
7.728528528528529229e+00 9.743736042072451653e+01 4.044087105292721844e+02 3.307326735458017879e+02
7.742342342342342754e+00 9.722961171877422260e+01 4.014245262998057342e+02 3.237752857128750748e+02
7.756156156156156278e+00 9.690895042434014783e+01 3.994934955353198802e+02 3.075959562617801453e+02
7.769969969969970691e+00 9.665961723607620115e+01 3.971471973698800184e+02 3.211735673693900708e+02
7.783783783783784216e+00 9.650522218775837757e+01 3.964390068507947831e+02 3.082628240263277348e+02
7.797597597597597741e+00 9.642399136854446340e+01 3.932802687551028384e+02 3.142164211716473119e+02
7.811411411411412153e+00 9.615086665498949969e+01 3.921439230891173224e+02 3.118669813862271667e+02
7.825225225225225678e+00 9.578940707260770182e+01 3.895843213150207589e+02 3.143494240971356817e+02
7.839039039039039203e+00 9.575590467646399873e+01 3.884124905136496864e+02 3.101554268075238951e+02
7.852852852852853616e+00 9.576120207050462341e+01 3.867916271411591538e+02 3.079205569181506235e+02
7.866666666666667140e+00 9.538288131914734436e+01 3.845189171767784160e+02 3.009583930780511309e+02
7.880480480480480665e+00 9.508548444025521462e+01 3.822585557370458673e+02 2.937097867429967550e+02
7.894294294294295078e+00 9.502745723194733785e+01 3.805383539595669617e+02 2.983522597492245154e+02
7.908108108108108603e+00 9.459409641913401856e+01 3.784590707241176801e+02 2.831415179105320590e+02
7.921921921921922127e+00 9.422985998632992732e+01 3.772869776464453366e+02 2.917184486564074177e+02
7.935735735735736540e+00 9.417021205123991479e+01 3.748128563233730119e+02 2.741951213127664460e+02
7.949549549549550065e+00 9.401642351036988998e+01 3.728670172877617119e+02 3.052956229221003923e+02
7.963363363363363590e+00 9.390616478791734778e+01 3.712878651468035400e+02 3.014513538926037768e+02
7.977177177177178002e+00 9.360408383771319052e+01 3.700772015024924144e+02 2.903744884733648632e+02
7.990990990990991527e+00 9.334959208711040901e+01 3.672060824887541344e+02 2.867809380047124250e+02
8.004804804804804164e+00 9.315691740718891367e+01 3.655344301672724328e+02 2.665114161170927218e+02
8.018618618618619465e+00 9.296689684345147953e+01 3.633804679392392813e+02 2.698191488573576180e+02
8.032432432432432989e+00 9.268810207112217370e+01 3.626553274576820058e+02 2.891419739940336058e+02
8.046246246246246514e+00 9.259247369593435906e+01 3.602188584807818188e+02 2.913288179994773373e+02
8.060060060060060039e+00 9.202076452490051395e+01 3.582296121215781000e+02 2.706113737161844597e+02
8.073873873873873563e+00 9.220004210408737322e+01 3.561885999590098777e+02 2.770546790762817295e+02
8.087687687687687088e+00 9.203205821402204379e+01 3.547639349823777479e+02 2.729098873203727180e+02
8.101501501501502389e+00 9.157058671784575665e+01 3.528367478693036219e+02 2.827151274427531007e+02
8.115315315315315914e+00 9.145419870008460350e+01 3.511922086589718788e+02 2.827138317905921099e+02
8.129129129129129439e+00 9.121427109685494372e+01 3.497320223711150788e+02 2.544583015442131284e+02
8.142942942942942963e+00 9.097168007703355386e+01 3.486040595719850899e+02 2.706688975086404412e+02
8.156756756756756488e+00 9.093998781806752163e+01 3.467008088660611520e+02 2.397042717948237396e+02
8.170570570570570013e+00 9.039627840605001552e+01 3.439935441689551112e+02 2.761225372041978972e+02
